,id,name,address,city,state,zip,county,phone,type,ownership,emergency,quality,LAT,LON
4918,4109,West London  Urgent Care,104 Fore Street,West London ,W4,W4 1AP,GreaterLondon,(01234) 123559,"URGENT MEDICAL CARE CENTERS AND CLINICS (EXCEPT HOSPITALS), FREESTANDING",Government,No,Not available ,51.50251606,-0.256203835
4919,4110,West London  Urgent Care,105 Fore Street,West London ,W5,W5 1AQ,GreaterLondon,(01234) 123560,"URGENT MEDICAL CARE CENTERS AND CLINICS (EXCEPT HOSPITALS), FREESTANDING",Government,No,Not available ,51.52963267,-0.302498849
4920,4111,West London  Urgent Care,106 Fore Street,West London ,W6,W6 0AQ,GreaterLondon,(01234) 123561,"URGENT MEDICAL CARE CENTERS AND CLINICS (EXCEPT HOSPITALS), FREESTANDING",Government,No,Not available ,51.50035394,-0.229531106
4921,4112,West London  Urgent Care,107 Fore Street,West London ,W7,W7 1JP,GreaterLondon,(01234) 123562,"URGENT MEDICAL CARE CENTERS AND CLINICS (EXCEPT HOSPITALS), FREESTANDING",Government,No,Not available ,51.52582799,-0.335061251
4922,4113,West London  Urgent Care,108 Fore Street,West London ,W8,W8 4AQ,GreaterLondon,(01234) 123563,"URGENT MEDICAL CARE CENTERS AND CLINICS (EXCEPT HOSPITALS), FREESTANDING",Government,No,Not available ,51.50528671,-0.19154407
4923,4114,West London  Urgent Care,109 Fore Street,West London ,W9,W9 1AW,GreaterLondon,(01234) 123564,"URGENT MEDICAL CARE CENTERS AND CLINICS (EXCEPT HOSPITALS), FREESTANDING",Government,No,Not available ,51.52403934,-0.180018
4924,4115,Warrington Urgent Care,110 Fore Street,Warrington,WA,WA1 1ED,Cheshire,(01234) 123565,"URGENT MEDICAL CARE CENTERS AND CLINICS (EXCEPT HOSPITALS), FREESTANDING",Government,No,Not available ,53.3878778,-2.594692307
4925,4116,West Central London Urgent Care,111 Fore Street,West Central London,WC,WC1A 1HB,GreaterLondon,(01234) 123566,"URGENT MEDICAL CARE CENTERS AND CLINICS (EXCEPT HOSPITALS), FREESTANDING",Government,No,Not available ,51.516846,-0.128115
4926,4117,Watford Urgent Care,112 Fore Street,Watford,WD,WD17 1BN,Hertfordshire,(01234) 123567,"URGENT MEDICAL CARE CENTERS AND CLINICS (EXCEPT HOSPITALS), FREESTANDING",Government,No,Not available ,51.66108957,-0.40049238
4927,4118,Wakefield Urgent Care,113 Fore Street,Wakefield,WF,WF1 1DR,WestYorkshire,(01234) 123568,"URGENT MEDICAL CARE CENTERS AND CLINICS (EXCEPT HOSPITALS), FREESTANDING",Government,No,Not available ,53.679835,-1.501379
4928,4119,Wigan Urgent Care,114 Fore Street,Wigan,WN,WN1 1AZ,GreaterManchester,(01234) 123569,"URGENT MEDICAL CARE CENTERS AND CLINICS (EXCEPT HOSPITALS), FREESTANDING",Government,No,Not available ,53.54583508,-2.629669137
4929,4120,Worcester Urgent Care,115 Fore Street,Worcester,WR,WR1 1EE,Worcestershire,(01234) 123570,"URGENT MEDICAL CARE CENTERS AND CLINICS (EXCEPT HOSPITALS), FREESTANDING",Government,No,Not available ,52.19584041,-2.222843393
4930,4121,Walsall Urgent Care,116 Fore Street,Walsall,WS,WS1 1ER,WestMidlands,(01234) 123571,"URGENT MEDICAL CARE CENTERS AND CLINICS (EXCEPT HOSPITALS), FREESTANDING",Government,No,Not available ,52.58457523,-1.983589
4931,4122,Wolverhampton Urgent Care,117 Fore Street,Wolverhampton,WV,WV1 1ES,WestMidlands,(01234) 123572,"URGENT MEDICAL CARE CENTERS AND CLINICS (EXCEPT HOSPITALS), FREESTANDING",Government,No,Not available ,52.58541838,-2.124792
4932,4123,York Urgent Care,118 Fore Street,York,YO,YO1 0SQ,NorthYorkshire,(01234) 123573,"URGENT MEDICAL CARE CENTERS AND CLINICS (EXCEPT HOSPITALS), FREESTANDING",Government,No,Not available ,53.95963181,-1.0856321
4933,4124,Lerwick Urgent Care,119 Fore Street,Lerwick,ZE,ZE1 0AT,Shetland,(01234) 123574,"URGENT MEDICAL CARE CENTERS AND CLINICS (EXCEPT HOSPITALS), FREESTANDING",Government,No,Not available ,60.15060807,-1.142888226
